,rating,ana_timePlayed,ana_defensiveAssistsAvgPer10Min,ana_offensiveAssistsAvgPer10Min,ana_barrierDamageDoneAvgPer10Min,ana_criticalHitsAvgPer10Min,ana_deathsAvgPer10Min,ana_eliminationsAvgPer10Min,ana_finalBlowsAvgPer10Min,ana_healingDoneAvgPer10Min,ana_heroDamageDoneAvgPer10Min,ana_objectiveKillsAvgPer10Min,ana_objectiveTimeAvgPer10Min,ana_soloKillsAvgPer10Min,ana_timeSpentOnFireAvgPer10Min,ana_weaponAccuracy,ana_enemiesSleptAvgPer10Min,ana_nanoBoostAssistsAvgPer10Min,ana_scopedAccuracy,ana_selfHealingAvgPer10Min,ana_unscopedAccuracy,baptiste_timePlayed,baptiste_defensiveAssistsAvgPer10Min,baptiste_offensiveAssistsAvgPer10Min,baptiste_barrierDamageDoneAvgPer10Min,baptiste_criticalHitsAvgPer10Min,baptiste_deathsAvgPer10Min,baptiste_eliminationsAvgPer10Min,baptiste_finalBlowsAvgPer10Min,baptiste_healingDoneAvgPer10Min,baptiste_heroDamageDoneAvgPer10Min,baptiste_objectiveKillsAvgPer10Min,baptiste_objectiveTimeAvgPer10Min,baptiste_soloKillsAvgPer10Min,baptiste_timeSpentOnFireAvgPer10Min,baptiste_weaponAccuracy,baptiste_amplificationMatrixAssistsAvgPer10Min,baptiste_healingAccuracy,baptiste_immortalityFieldDeathsPreventedAvgPer10Min,baptiste_selfHealingAvgPer10Min,brigitte_timePlayed,brigitte_defensiveAssistsAvgPer10Min,brigitte_offensiveAssistsAvgPer10Min,brigitte_barrierDamageDoneAvgPer10Min,brigitte_criticalHitsAvgPer10Min,brigitte_deathsAvgPer10Min,brigitte_eliminationsAvgPer10Min,brigitte_finalBlowsAvgPer10Min,brigitte_healingDoneAvgPer10Min,brigitte_heroDamageDoneAvgPer10Min,brigitte_objectiveKillsAvgPer10Min,brigitte_objectiveTimeAvgPer10Min,brigitte_soloKillsAvgPer10Min,brigitte_timeSpentOnFireAvgPer10Min,brigitte_weaponAccuracy,brigitte_armorProvidedAvgPer10Min,brigitte_damageBlockedAvgPer10Min,brigitte_inspireUptimePercentage,lucio_timePlayed,lucio_defensiveAssistsAvgPer10Min,lucio_offensiveAssistsAvgPer10Min,lucio_barrierDamageDoneAvgPer10Min,lucio_criticalHitsAvgPer10Min,lucio_deathsAvgPer10Min,lucio_eliminationsAvgPer10Min,lucio_finalBlowsAvgPer10Min,lucio_healingDoneAvgPer10Min,lucio_heroDamageDoneAvgPer10Min,lucio_objectiveKillsAvgPer10Min,lucio_objectiveTimeAvgPer10Min,lucio_soloKillsAvgPer10Min,lucio_timeSpentOnFireAvgPer10Min,lucio_weaponAccuracy,lucio_soundBarriersProvidedAvgPer10Min,lucio_selfHealingAvgPer10Min,mercy_timePlayed,mercy_defensiveAssistsAvgPer10Min,mercy_offensiveAssistsAvgPer10Min,mercy_barrierDamageDoneAvgPer10Min,mercy_criticalHitsAvgPer10Min,mercy_deathsAvgPer10Min,mercy_eliminationsAvgPer10Min,mercy_finalBlowsAvgPer10Min,mercy_healingDoneAvgPer10Min,mercy_heroDamageDoneAvgPer10Min,mercy_objectiveKillsAvgPer10Min,mercy_objectiveTimeAvgPer10Min,mercy_soloKillsAvgPer10Min,mercy_timeSpentOnFireAvgPer10Min,mercy_weaponAccuracy,mercy_damageAmplifiedAvgPer10Min,mercy_playersResurrectedAvgPer10Min,moira_timePlayed,moira_defensiveAssistsAvgPer10Min,moira_offensiveAssistsAvgPer10Min,moira_barrierDamageDoneAvgPer10Min,moira_criticalHitsAvgPer10Min,moira_deathsAvgPer10Min,moira_eliminationsAvgPer10Min,moira_finalBlowsAvgPer10Min,moira_healingDoneAvgPer10Min,moira_heroDamageDoneAvgPer10Min,moira_objectiveKillsAvgPer10Min,moira_objectiveTimeAvgPer10Min,moira_soloKillsAvgPer10Min,moira_timeSpentOnFireAvgPer10Min,moira_weaponAccuracy,moira_coalescenceHealingAvgPer10Min,moira_coalescenceKillsAvgPer10Min,moira_secondaryFireAccuracy,moira_selfHealingAvgPer10Min,zenyatta_timePlayed,zenyatta_defensiveAssistsAvgPer10Min,zenyatta_offensiveAssistsAvgPer10Min,zenyatta_barrierDamageDoneAvgPer10Min,zenyatta_criticalHitsAvgPer10Min,zenyatta_deathsAvgPer10Min,zenyatta_eliminationsAvgPer10Min,zenyatta_finalBlowsAvgPer10Min,zenyatta_healingDoneAvgPer10Min,zenyatta_heroDamageDoneAvgPer10Min,zenyatta_objectiveKillsAvgPer10Min,zenyatta_objectiveTimeAvgPer10Min,zenyatta_soloKillsAvgPer10Min,zenyatta_timeSpentOnFireAvgPer10Min,zenyatta_weaponAccuracy,zenyatta_transcendenceHealingBest
619,2119,18037.0,12.8,9.08,1338.0,,5.9,10.43,2.34,9848.0,2220.0,4.85,01:28,0.1,01:14,17%,4.88,3.69,64%,402.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628.0,15.13,9.27,3602.0,9.43,7.48,11.22,4.39,7361.0,4518.0,3.25,00:35,1.79,00:13,35%,1522.0
620,2326,18030.0,11.25,9.74,1450.0,,7.46,10.85,1.88,7585.0,3148.0,4.81,01:10,0.12,01:01,19%,5.79,2.87,50%,396.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1887,21645.0,14.55,10.12,741.0,,3.64,11.42,2.66,9799.0,2695.0,4.65,00:40,0.24,01:11,27%,6.55,3.67,70%,385.0,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2189,14445.0,15.23,10.82,1174.0,,4.56,10.66,2.22,10442.0,2237.0,3.22,00:49,0.19,01:03,15%,5.25,4.56,58%,370.0,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,2329,21623.0,14.27,11.74,1893.0,,7.76,10.44,1.65,8442.0,2364.0,4.93,01:19,0.1,01:49,15%,6.06,4.43,56%,289.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.0,20.43,11.93,16.45,1.65,7.4,1.51,0.55,9500.0,270.0,0.41,00:43,,00:08,37%,1461.0,6.99,7245,16.0,,1004,,7.52,26.18,8.57,9480,6357,10.26,01:25,0.97,01:41,,1664,6.38,42%,1824,,,,,,,,,,,,,,,,
626,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7226.0,25.37,5.59,683.0,,7.02,11.93,2.42,7156.0,2615.0,5.51,01:30,0.15,00:28,,1409.0,1462.0,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18009.0,18.08,14.1,3613.0,10.48,5.74,13.4,4.62,6388.0,4694.0,4.53,00:35,0.88,00:24,25%,3071.0
627,2246,10845.0,11.85,8.68,1028.0,,5.92,7.3,1.15,9923.0,1669.0,3.86,01:03,,00:36,9%,4.73,3.31,56%,322.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,16.5,,1117,,7.71,18.67,4.12,10186,4675,9.55,01:07,0.43,00:38,,1465,5.64,31%,1677,,,,,,,,,,,,,,,,
628,2077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2483,7201.0,10.14,5.58,673.0,,8.33,3.91,0.87,7400.0,856.0,2.1,01:19,,00:23,9%,2.03,2.75,63%,531.0,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43206.0,20.52,4.59,11.0,0.33,7.0,0.31,0.15,10773.0,66.01,0.07,00:57,0.03,00:06,30%,427.0,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2353,,,,,,,,,,,,,,,,,,,,,3609.0,13.98,1.44,2447.0,31.28,5.99,24.29,12.42,5785.0,7566.0,6.99,00:24,2.99,02:42,41%,1.44,69%,3.22,1496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2592,14414.0,10.71,9.07,1199.0,,5.55,7.91,0.8,8321.0,1800.0,3.92,01:01,,00:32,12%,5.16,3.4,58%,355.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7242,20.05,,600,,6.18,15.96,3.37,10818,3850,8.82,01:34,0.24,01:17,,1678,4.57,61%,1017,,,,,,,,,,,,,,,,
633,1823,,,,,,,,,,,,,,,,,,,,,3611.0,18.05,1.8,1344.0,2.02,8.81,3.4,1.06,11802.0,782.0,2.44,01:39,0.11,00:33,22%,1.8,66%,3.4,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,2706,25213.0,10.89,8.99,1088.0,,5.98,9.7,1.81,7703.0,1976.0,4.97,01:28,0.16,00:41,17%,5.02,3.14,61%,320.0,52%,3620.0,15.7,1.55,1542.0,9.79,6.68,9.17,2.95,7789.0,2565.0,4.51,01:12,0.31,00:33,33%,1.55,72%,2.64,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14413,18.03,,950,,5.29,20.42,5.79,9964,4849,11.15,01:52,1.09,01:06,,1433,4.89,51%,1102,,,,,,,,,,,,,,,,
635,3055,3629.0,14.26,11.49,1303.0,,6.16,11.9,2.87,9586.0,2879.0,4.41,00:29,0.1,01:03,24%,4.92,5.54,61%,400.0,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7251,14.7,,830,,8.46,17.39,3.66,8108,4567,8.06,01:20,0.51,00:27,,1296,5.09,45%,1163,,,,,,,,,,,,,,,,
637,2940,28811.0,12.25,8.53,1437.0,,5.7,8.74,1.73,9390.0,2306.0,3.93,01:24,0.08,01:01,22%,4.83,3.72,65%,536.0,60%,18010.0,17.92,2.74,2084.0,5.85,5.96,7.7,1.93,11497.0,2275.0,2.83,00:27,0.11,00:48,32%,2.74,77%,3.56,1118.0,3659.0,26.88,4.88,907.0,,8.38,12.88,2.0,8517.0,3414.0,5.38,00:52,0.25,00:20,,1518.0,1603.0,35%,,,,,,,,,,,,,,,,,,75602.0,22.5,9.21,57.33,2.09,4.9,1.37,0.51,11139.0,289.0,0.33,00:34,0.17,00:12,31%,1227.0,5.74,18050,20.97,,1046,,5.45,22.77,4.43,12272,5297,10.84,01:06,0.45,00:45,,2209,5.51,48%,1716,,,,,,,,,,,,,,,,
638,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3607.0,26.3,5.3,1260.0,,7.44,17.12,4.28,8679.0,3829.0,6.01,01:16,0.51,01:04,,1719.0,865.0,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,3515,3606.0,12.53,11.04,1088.0,,6.57,9.38,1.23,8592.0,2402.0,4.38,01:22,0.09,01:25,14%,6.05,4.38,56%,357.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7228.0,22.08,10.29,76.37,3.32,6.64,2.41,1.16,9551.0,445.0,0.83,00:28,0.25,00:10,32%,1101.0,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1912,3626.0,9.79,6.78,1567.0,,7.99,7.64,1.55,7636.0,1860.0,3.78,01:18,,00:17,12%,4.12,2.32,54%,518.0,43%,3658.0,17.48,2.29,1710.0,8.44,7.35,10.49,3.74,8654.0,3016.0,4.46,00:57,,00:54,25%,2.29,66%,3.01,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2730,54020.0,12.56,10.01,1213.0,,5.78,10.13,1.83,9099.0,2050.0,4.83,01:03,0.12,01:01,15%,6.64,3.43,61%,441.0,52%,21606.0,21.29,2.23,1258.0,3.75,4.93,6.91,1.74,11675.0,1592.0,3.58,00:52,0.05,01:08,31%,2.23,70%,3.19,1108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601,23.28,,971,,6.16,22.05,4.93,11904,4114,10.14,01:31,,01:19,,1860,5.75,48%,1741,,,,,,,,,,,,,,,,
642,1810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1991,,,,,,,,,,,,,,,,,,,,,3603.0,17.6,1.9,1987.0,3.96,7.77,7.77,1.9,8593.0,1768.0,5.23,01:20,,00:48,22%,1.9,74%,3.49,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,6.62,,1419,,7.61,22.06,7.06,7219,6085,9.15,01:29,2.32,00:57,,1197,6.07,44%,1935,,,,,,,,,,,,,,,,
645,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625.0,23.39,19.39,3295.0,11.22,6.89,17.3,7.05,6955.0,5550.0,6.73,01:06,0.96,01:15,23%,1408.0
646,2379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,2207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611.0,17.16,11.61,,0.16,7.85,0.16,0.16,7996.0,15.99,,00:59,,00:06,23%,1603.0,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.0,9.27,6.18,2418.0,15.23,5.85,15.68,2.1,9205.0,3358.0,8.39,01:49,0.77,01:06,24%,14.13,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,4164,10808.0,13.47,10.04,1568.0,,6.66,9.16,1.52,10042.0,2329.0,3.63,00:37,0.1,00:55,15%,5.39,4.16,63%,430.0,49%,10833.0,22.7,3.66,2753.0,12.94,6.36,13.68,2.97,12775.0,3703.0,5.94,01:17,,02:42,34%,3.66,69%,2.76,1304.0,,,,,,,,,,,,,,,,,,,21612.0,12.17,12.57,3315.0,17.97,7.58,15.69,2.96,8113.0,4040.0,6.31,01:20,0.27,01:38,27%,14.48,1422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626.0,17.59,15.25,4095.0,13.95,7.28,11.96,3.29,7207.0,4635.0,4.07,00:53,0.35,00:07,20%,2057.0
654,2440,3651.0,14.6,10.62,1509.0,,6.03,10.26,2.29,9778.0,2766.0,4.47,00:53,0.12,01:24,15%,4.47,3.86,55%,255.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.0,15.84,10.73,205.0,3.02,5.11,2.61,1.35,9326.0,597.0,0.63,00:32,0.31,00:13,34%,1461.0,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2640,3639.0,14.32,7.16,840.0,,7.46,6.85,1.68,7923.0,1313.0,2.28,00:35,0.15,00:40,10%,6.55,3.5,51%,410.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2477,3651.0,15.1,14.4,1166.0,,5.65,12.0,1.41,7918.0,2386.0,4.23,00:31,,01:30,14%,6.07,7.34,56%,262.0,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2365,3659.0,13.71,8.15,1090.0,,5.47,9.18,1.96,8827.0,1829.0,4.33,01:13,0.41,01:00,12%,4.23,3.61,52%,644.0,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7208.0,20.22,10.62,14.16,1.89,7.16,1.1,0.63,10934.0,277.0,0.39,00:50,0.39,00:20,27%,1146.0,7.08,3651,16.12,,850,,7.71,16.69,3.11,11386,4016,9.33,01:18,0.58,00:47,,1588,5.07,22%,1672,3609.0,21.48,13.75,3616.0,8.48,7.35,16.39,5.37,7405.0,5665.0,6.41,00:51,1.04,00:42,18%,2751.0
658,2960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2441,25203.0,14.32,10.89,1682.0,,6.63,11.44,2.11,10398.0,2750.0,4.86,00:56,0.13,01:43,20%,6.85,4.04,61%,355.0,59%,,,,,,,,,,,,,,,,,,,,7241.0,25.55,4.29,1045.0,,7.62,13.41,2.95,9329.0,3536.0,6.9,01:30,0.45,00:27,,2215.0,2653.0,35%,3603.0,9.22,12.22,3170.0,16.21,7.11,16.21,3.78,8180.0,4551.0,6.89,01:22,0.22,01:29,29%,13.55,1748.0,,,,,,,,,,,,,,,,,,3602,22.52,,1154,,4.94,24.28,4.17,12681,6678,11.2,01:32,0.11,01:39,,2540,7.14,43%,1624,,,,,,,,,,,,,,,,
661,2481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2997,,,,,,,,,,,,,,,,,,,,,3655.0,23.36,2.32,3697.0,17.27,2.76,20.02,4.93,12290.0,6791.0,8.71,00:47,0.44,02:09,37%,2.32,76%,3.34,1102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1962,7233.0,10.55,8.99,1679.0,,7.28,9.29,1.78,8723.0,2463.0,4.16,00:45,0.07,00:44,21%,3.64,3.72,62%,462.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636.0,12.87,6.7,2812.0,8.98,5.76,15.68,3.08,10064.0,3591.0,7.37,01:31,0.13,00:32,29%,16.75,2064.0,,,,,,,,,,,,,,,,,,3635,18.87,,717,,6.61,22.59,3.31,10248,4916,11.85,01:20,,00:30,,1516,6.48,46%,1193,,,,,,,,,,,,,,,,
667,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.0,14.81,10.94,3630.0,12.32,6.37,15.78,6.09,6613.0,5803.0,6.92,00:26,0.83,00:38,24%,1591.0
668,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2503,3640.0,15.16,13.72,1264.0,,6.38,15.48,3.83,8246.0,3857.0,7.02,00:31,0.48,01:32,28%,6.38,5.74,59%,344.0,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2481,18005.0,14.19,11.83,1944.0,,6.75,14.82,3.41,7585.0,3600.0,5.44,00:53,0.29,01:57,20%,7.77,4.52,47%,612.0,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222.0,10.47,13.73,1249.0,10.59,8.5,19.83,4.0,6267.0,4665.0,6.9,01:19,1.48,01:21,30%,12.38,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.0,23.35,20.48,3149.0,13.21,7.58,18.84,6.96,6903.0,5702.0,7.48,00:57,1.54,01:45,24%,1560.0
672,3000,3632.0,11.72,7.58,2159.0,,5.24,6.62,1.24,10685.0,2079.0,2.76,01:10,,00:32,12%,4.0,3.31,51%,432.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10802.0,17.55,6.82,76.45,1.72,6.72,1.51,0.57,9411.0,262.0,0.78,00:56,0.05,00:10,28%,1043.0,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,2791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25236.0,11.21,7.05,1909.0,18.96,5.33,16.93,3.62,9940.0,4795.0,10.18,03:02,0.42,01:46,25%,15.17,2363.0,3620.0,18.82,2.42,24.16,0.7,7.55,0.7,0.2,9287.0,127.0,0.2,01:32,,00:08,25%,272.0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
