,rating,dVa_timePlayed,dVa_barrierDamageDoneAvgPer10Min,dVa_criticalHitsAvgPer10Min,dVa_deathsAvgPer10Min,dVa_eliminationsAvgPer10Min,dVa_finalBlowsAvgPer10Min,dVa_heroDamageDoneAvgPer10Min,dVa_objectiveKillsAvgPer10Min,dVa_objectiveTimeAvgPer10Min,dVa_soloKillsAvgPer10Min,dVa_timeSpentOnFireAvgPer10Min,dVa_weaponAccuracy,dVa_damageBlockedAvgPer10Min,dVa_mechsCalledAvgPer10Min,dVa_selfDestructKillsAvgPer10Min,orisa_timePlayed,orisa_barrierDamageDoneAvgPer10Min,orisa_criticalHitsAvgPer10Min,orisa_deathsAvgPer10Min,orisa_eliminationsAvgPer10Min,orisa_finalBlowsAvgPer10Min,orisa_heroDamageDoneAvgPer10Min,orisa_objectiveKillsAvgPer10Min,orisa_objectiveTimeAvgPer10Min,orisa_soloKillsAvgPer10Min,orisa_timeSpentOnFireAvgPer10Min,orisa_weaponAccuracy,orisa_damageBlockedAvgPer10Min,orisa_superchargerAssistsAvgPer10Min,reinhardt_timePlayed,reinhardt_barrierDamageDoneAvgPer10Min,reinhardt_criticalHitsAvgPer10Min,reinhardt_deathsAvgPer10Min,reinhardt_eliminationsAvgPer10Min,reinhardt_finalBlowsAvgPer10Min,reinhardt_heroDamageDoneAvgPer10Min,reinhardt_objectiveKillsAvgPer10Min,reinhardt_objectiveTimeAvgPer10Min,reinhardt_soloKillsAvgPer10Min,reinhardt_timeSpentOnFireAvgPer10Min,reinhardt_weaponAccuracy,reinhardt_chargeKillsAvgPer10Min,reinhardt_damageBlockedAvgPer10Min,reinhardt_earthshatterKillsAvgPer10Min,reinhardt_fireStrikeKillsAvgPer10Min,roadhog_timePlayed,roadhog_barrierDamageDoneAvgPer10Min,roadhog_criticalHitsAvgPer10Min,roadhog_deathsAvgPer10Min,roadhog_eliminationsAvgPer10Min,roadhog_finalBlowsAvgPer10Min,roadhog_heroDamageDoneAvgPer10Min,roadhog_objectiveKillsAvgPer10Min,roadhog_objectiveTimeAvgPer10Min,roadhog_soloKillsAvgPer10Min,roadhog_timeSpentOnFireAvgPer10Min,roadhog_weaponAccuracy,roadhog_enemiesHookedAvgPer10Min,roadhog_hookAccuracy,roadhog_selfHealingAvgPer10Min,roadhog_wholeHogKillsAvgPer10Min,sigma_timePlayed,sigma_barrierDamageDoneAvgPer10Min,sigma_criticalHitsAvgPer10Min,sigma_deathsAvgPer10Min,sigma_eliminationsAvgPer10Min,sigma_finalBlowsAvgPer10Min,sigma_heroDamageDoneAvgPer10Min,sigma_objectiveKillsAvgPer10Min,sigma_objectiveTimeAvgPer10Min,sigma_soloKillsAvgPer10Min,sigma_timeSpentOnFireAvgPer10Min,sigma_weaponAccuracy,sigma_accretionKillsAvgPer10Min,sigma_damageAbsorbedAvgPer10Min,sigma_damageBlockedAvgPer10Min,sigma_graviticFluxKillsAvgPer10Min,winston_timePlayed,winston_barrierDamageDoneAvgPer10Min,winston_criticalHitsAvgPer10Min,winston_deathsAvgPer10Min,winston_eliminationsAvgPer10Min,winston_finalBlowsAvgPer10Min,winston_heroDamageDoneAvgPer10Min,winston_objectiveKillsAvgPer10Min,winston_objectiveTimeAvgPer10Min,winston_soloKillsAvgPer10Min,winston_timeSpentOnFireAvgPer10Min,winston_weaponAccuracy,winston_damageBlockedAvgPer10Min,winston_jumpPackKillsAvgPer10Min,winston_playersKnockedBackAvgPer10Min,winston_primalRageKillsAvgPer10Min,winston_primalRageMeleeAccuracy,winston_teslaCannonAccuracy,wreckingBall_timePlayed,wreckingBall_barrierDamageDoneAvgPer10Min,wreckingBall_criticalHitsAvgPer10Min,wreckingBall_deathsAvgPer10Min,wreckingBall_eliminationsAvgPer10Min,wreckingBall_finalBlowsAvgPer10Min,wreckingBall_heroDamageDoneAvgPer10Min,wreckingBall_objectiveKillsAvgPer10Min,wreckingBall_objectiveTimeAvgPer10Min,wreckingBall_soloKillsAvgPer10Min,wreckingBall_timeSpentOnFireAvgPer10Min,wreckingBall_weaponAccuracy,wreckingBall_grapplingClawKillsAvgPer10Min,wreckingBall_minefieldKillsAvgPer10Min,wreckingBall_piledriverKillsAvgPer10Min,wreckingBall_playersKnockedBackAvgPer10Min,zarya_timePlayed,zarya_barrierDamageDoneAvgPer10Min,zarya_criticalHitsAvgPer10Min,zarya_deathsAvgPer10Min,zarya_eliminationsAvgPer10Min,zarya_finalBlowsAvgPer10Min,zarya_heroDamageDoneAvgPer10Min,zarya_objectiveKillsAvgPer10Min,zarya_objectiveTimeAvgPer10Min,zarya_soloKillsAvgPer10Min,zarya_timeSpentOnFireAvgPer10Min,zarya_weaponAccuracy,zarya_averageEnergy,zarya_damageBlockedAvgPer10Min,zarya_gravitonSurgeKillsAvgPer10Min,zarya_highEnergyKillsAvgPer10Min,zarya_primaryFireAccuracy
24,3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,5912,,5.92,19.65,6.97,7551,9.93,02:03,0.11,01:10,31%,47%,6630,3.38,15.43,48%
25,3139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90024,3362,,7.9,16.43,7.69,8035,5.88,01:41,0.26,00:46,,2.09,15713,3.49,5.52,3645,3627,108,6.73,17.73,9.48,6638,7.42,01:20,1.92,00:43,29%,14.43,45%,3676,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28801,5720,,7.25,17.48,5.23,6573,7.58,01:37,0.16,00:49,38%,39%,6206,3.52,11.54,41%
26,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620,3007,,5.61,16.2,8.34,7370,5.94,01:15,0.16,00:14,,1.6,17944,2.73,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605,3685,,9.12,19.66,10.53,10048,6.52,01:21,0.98,01:52,,4.56,13798,3.48,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1740,3639,4492,164,3.39,20.87,4.83,5356,7.96,02:43,0.78,00:25,21%,5316,4.83,2.48,,,,,,,,,,,,,,,21607,2282,,7.41,10.66,4.98,5537,6.47,02:51,0.22,00:21,,0.47,17778,1.82,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,3081,,8.95,16.33,8.48,8439,6.6,01:30,0.31,01:11,,2.04,15430,2.2,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,4101,,3.85,27.56,10.01,10412,10.32,01:06,1.08,01:15,48%,44%,5923,4.0,16.48,42%
31,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437,4372,,6.02,22.86,6.44,7238,9.55,01:20,0.66,00:41,36%,29%,4730,2.91,10.29,44%
32,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7252,2929,,7.18,16.86,8.49,8453,6.85,01:58,0.53,01:03,,1.51,14929,3.29,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,5623,,3.67,29.06,10.42,9189,14.24,01:43,1.03,01:47,47%,45%,5852,3.38,19.67,41%
33,3009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,3031,,6.76,17.58,7.7,7110,7.8,02:28,0.31,00:46,,2.39,11386,3.64,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626,3198,,4.49,20.4,7.71,7766,10.05,01:35,0.88,00:50,34%,28%,4504,3.22,7.03,45%
35,1505,,,,,,,,,,,,,,,,3625.0,8330.0,,5.99,17.08,4.64,5785.0,8.82,02:08,0.57,01:00,29%,16563.0,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25207,3148,,7.62,17.71,8.27,8541,7.82,01:54,0.25,01:23,,2.2,14656,3.81,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7237,5896,,7.23,19.29,6.53,7501,7.55,00:56,0.19,00:46,41%,38%,6056,4.57,11.67,36%
39,2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633,3170,,8.97,17.0,9.38,8138,6.66,01:30,0.68,01:21,,3.26,15911,3.4,4.76,3606,6016,208,5.34,26.19,13.44,8051,11.2,01:27,1.72,01:16,30%,18.09,45%,4346,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,4247,,7.52,18.21,6.23,7586,8.93,02:00,0.23,00:57,38%,43%,6294,2.58,13.04,41%
40,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,2308,,7.88,15.94,7.51,7710,6.14,01:27,0.64,00:50,,1.92,15007,4.21,5.5,3612,4839,179,5.24,25.81,15.96,8170,9.73,01:26,2.74,02:18,34%,20.2,57%,4040,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624,3583,,5.97,24.47,7.61,7896,7.38,01:29,0.35,01:31,42%,37%,5174,5.97,15.81,43%
41,2767,3646,4973,183,4.3,22.15,8.59,5872,5.07,01:23,2.09,00:14,23%,6016,4.19,2.64,,,,,,,,,,,,,,,10853,3047,,7.31,18.44,8.68,8124,6.57,01:14,0.34,01:04,,1.86,15079,4.41,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,4211,,5.61,27.83,8.85,7293,9.93,01:23,1.57,01:30,37%,41%,6008,4.23,18.29,35%
42,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14441,1955,,6.14,13.2,5.86,6125,5.54,02:03,0.24,00:38,,3.43,15932,3.35,4.91,3621,4604,128,6.57,17.84,9.74,6408,6.68,01:18,2.74,01:06,31%,14.89,45%,4167,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615,3334,,7.48,15.32,3.65,6198,5.43,01:28,0.27,00:23,50%,30%,5297,3.39,7.04,46%
43,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,2139,,9.2,13.17,5.77,6867,4.69,01:10,0.63,00:27,,3.25,18380,3.25,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645,6784,,8.3,17.71,4.83,6597,6.69,01:47,0.25,00:27,41%,37%,5718,2.11,9.41,38%
44,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613,4684,,6.98,20.49,8.66,7324,8.83,01:32,0.44,01:32,43%,42%,6381,3.53,15.19,38%
45,3099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,5159,135,4.98,20.15,12.09,6892,6.16,01:14,2.49,01:23,37%,16.24,53%,3306,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2548,3641,8009,327,4.08,26.22,9.58,7652,8.01,02:01,1.57,00:36,25%,7622,4.71,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18022,6834,,7.13,23.86,6.78,8719,10.76,01:16,0.55,01:20,49%,42%,6148,4.5,16.03,45%
48,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2494,7256,5748,196,5.18,20.44,7.05,7416,6.77,01:18,0.86,00:36,31%,4599,4.53,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18026,5955,,6.93,20.94,6.93,8577,8.93,01:34,0.35,01:15,47%,44%,6468,4.61,15.33,38%
51,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,2780,,8.06,18.88,10.34,8605,9.98,02:36,0.48,01:44,,3.25,17465,3.49,7.58,7234,5890,128,6.18,19.67,8.99,6584,7.95,01:50,1.04,00:33,30%,16.78,50%,4463,2.09,,,,,,,,,,,,,,,,,3629,1755,,7.33,24.61,9.74,8084,11.1,01:45,1.05,00:47,,13264,7.02,53.93,3.14,50%,65%,,,,,,,,,,,,,,,,,7233,4946,,5.99,25.18,8.64,7937,13.14,02:05,0.81,01:35,40%,39%,5919,3.63,15.56,35%
52,3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605,3780,,7.43,14.37,6.7,7019,5.24,01:41,0.12,00:45,,1.71,17735,1.46,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629,3752,,7.87,17.94,10.45,9347,6.32,01:00,0.65,00:58,,3.87,10756,3.23,6.97,3616,4157,108,6.58,17.34,8.35,6645,4.18,00:41,1.93,00:12,26%,14.61,47%,4612,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14427,5020,,4.68,27.05,11.22,9807,10.6,01:09,1.43,01:58,39%,49%,6587,4.95,20.39,47%
55,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2546,,7.17,22.02,12.01,9194,6.14,01:18,1.44,01:03,,4.61,9998,3.91,8.19,3641,3601,118,5.65,20.89,10.37,7503,9.42,01:19,3.3,01:37,30%,18.69,49%,3448,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21602,5362,164,6.83,21.99,12.22,8266,9.4,01:30,1.52,01:23,36%,16.78,62%,3909,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7258,4563,,6.6,25.69,10.85,8697,10.72,01:29,0.92,01:44,42%,28%,4452,4.64,12.09,50%
61,2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,3144,,5.29,16.11,6.89,7151,7.45,02:08,0.16,00:20,,3.05,15018,2.48,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214,1847,,8.47,13.21,6.13,6394,5.62,02:10,0.51,00:31,,2.97,17499,1.96,4.3,3614,2529,80.83,7.43,14.15,7.94,5693,4.58,00:59,1.93,00:27,24%,19.55,68%,4018,2.75,3628.0,4034.0,,5.08,18.57,5.19,7820.0,9.84,01:50,0.33,00:43,,3.32,2133.0,12249.0,2.54,7244,769,,7.63,16.6,6.13,5827,5.31,01:06,1.12,00:20,,13883,4.11,51.52,1.5,41%,57%,,,,,,,,,,,,,,,,,43251,2745,,5.87,25.2,11.33,8345,9.46,01:13,2.02,01:38,38%,39%,5318,4.0,15.29,47%
63,2723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.0,2892.0,,7.63,19.09,7.43,8147.0,5.67,01:10,1.24,00:06,35%,7.53,2.79,5.57,72.63,14406,4901,,6.09,24.24,9.21,9395,7.12,01:15,0.79,01:53,38%,45%,6162,5.44,17.15,44%
65,852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605,2825,,6.58,11.21,5.6,6707,5.73,03:29,0.24,00:43,,1.71,16277,2.68,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2210,3628,5842,270,5.87,27.07,12.64,8591,10.85,02:21,1.39,01:32,25%,4652,5.97,3.19,3621.0,5623.0,,7.15,21.72,7.85,7903.0,11.07,02:07,,00:40,30%,16574.0,9.11,,,,,,,,,,,,,,,,,7200,3629,126,7.72,20.94,11.02,7081,8.98,01:23,1.5,01:06,34%,17.64,60%,3226,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7228,3172,,7.36,21.55,9.38,7842,9.44,01:26,1.01,01:14,47%,35%,5113,3.5,13.0,48%
69,2147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,2385,,6.6,20.75,9.65,7750,8.57,01:43,0.54,01:08,,3.66,14800,3.6,8.1,7203,4087,109,6.16,16.75,7.41,6039,6.55,01:42,0.99,00:19,25%,16.09,47%,5006,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603,3342,,5.67,21.79,5.85,7610,12.52,01:52,0.27,00:52,43%,46%,6125,3.96,15.31,35%
71,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3644,2359,125,6.22,18.81,7.17,8686,10.04,02:15,0.48,01:16,23%,16.1,52%,3565,3.51,,,,,,,,,,,,,,,,,3603,1092,,8.44,19.7,6.33,6788,6.47,01:21,1.55,00:03,,13556,5.63,52.5,2.25,35%,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658,3510,,6.97,15.78,7.8,6871,5.87,01:48,0.37,00:33,,3.03,15098,3.21,6.79,10824,4528,116,5.07,20.16,12.14,6500,5.07,00:46,2.91,00:51,34%,17.85,49%,4050,2.41,3601.0,5306.0,,5.64,19.21,6.83,7759.0,7.52,01:09,0.49,00:39,,4.85,1582.0,13480.0,3.27,3607,1799,,7.62,18.74,7.21,7184,4.32,00:49,0.62,00:12,,11573,7.21,53.13,2.78,50%,71%,7257.0,2798.0,,4.97,17.32,6.31,6624.0,4.97,01:24,1.9,00:02,37%,8.83,1.79,4.53,72.81,10856,4202,,6.3,19.9,7.87,7380,6.77,01:02,0.63,00:51,30%,43%,5877,3.02,12.92,39%
74,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642,3125,,8.81,16.23,7.11,7956,4.48,00:45,,00:24,,3.09,13201,3.71,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654,3521,,6.24,23.51,11.9,8569,10.02,01:34,0.87,01:46,,3.92,14907,3.34,7.84,28834,4004,132,5.13,24.01,14.6,7344,6.74,00:57,4.16,01:32,34%,15.28,52%,3855,3.06,7232.0,5257.0,,4.71,22.23,8.49,9407.0,7.95,01:19,1.24,01:35,,4.48,598.0,11978.0,4.56,,,,,,,,,,,,,,,,,,,3603.0,2336.0,,5.65,21.19,8.51,7337.0,7.22,01:08,2.22,00:22,38%,8.42,2.5,5.83,59.97,3629,6744,,5.26,24.24,8.18,9913,7.3,01:00,0.73,00:54,61%,49%,5897,4.23,19.57,43%
76,1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7233,4014,146,8.22,17.07,7.1,6540,6.04,01:13,1.31,00:11,25%,14.57,44%,5084,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2031,28808,5140,177,4.41,20.69,6.67,5408,6.41,01:47,0.67,00:17,25%,6359,3.9,2.16,7240.0,4399.0,,7.06,13.64,3.29,4054.0,7.46,01:31,0.08,00:06,30%,14932.0,2.49,25213,2391,,6.81,11.2,4.68,5030,5.9,01:54,0.23,00:09,,2.34,18045,1.92,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10818,1172,,7.31,19.48,5.75,5419,9.09,01:59,0.71,00:13,,11575,5.22,40.75,1.92,46%,61%,,,,,,,,,,,,,,,,,57611,3720,,5.49,18.1,4.78,5173,10.63,01:53,0.2,00:21,43%,28%,4243,2.03,8.17,35%
79,2181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602.0,4742.0,,6.78,23.12,9.82,8438.0,9.55,01:29,0.89,02:31,,5.0,1549.0,9679433.0,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7231,3541,,6.24,27.27,11.7,7971,8.54,01:01,1.42,01:59,51%,34%,4964,4.98,18.34,46%
81,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640,2787,,5.94,20.36,11.49,9710,6.92,01:43,1.07,01:26,,4.87,14418,4.97,8.57,3628,4530,184,6.09,24.58,13.91,8138,8.73,01:48,1.73,01:00,37%,16.35,55%,3332,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635,4692,,6.4,25.77,11.59,9276,8.08,01:01,1.37,01:58,42%,47%,6346,5.49,20.74,46%
